nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm8326844,Vijayakumar,\N,\N,actor,"tt5996836,tt0400679,tt1821682,tt0354100"
nm0201908,Remesh Das,\N,\N,director,"tt0352742,tt0355384,tt1982852,tt0274159"
nm12094683,G.K. Mankombu,\N,\N,writer,tt0355384
nm6897761,Thalapathi Dinesh,\N,\N,"actor,stunts","tt9239472,tt7161122,tt0139876,tt10075042"
nm0889941,N.F. Varghese,\N,2002,"actor,miscellaneous","tt0228808,tt0290098,tt0266486,tt0292332"
nm0766360,Sathrughnan,\N,\N,writer,"tt5226426,tt0355410,tt0466304,tt0255426"
nm1477648,P. Sukumar,\N,\N,"cinematographer,actor,producer","tt0482961,tt1634561,tt0928191,tt1138482"
nm0595942,Mohanroop,\N,\N,"director,writer","tt0352968,tt0255610,tt0355429,tt0275561"
nm1526450,Santha Devi,1927,2010,actress,"tt0292142,tt0292187,tt0271678,tt0271619"
nm0426958,Johny,\N,\N,actor,"tt0290098,tt0282889,tt0235158,tt0271585"
nm10609606,Kanya,\N,\N,actress,"tt0214673,tt0355536,tt0110107,tt0265558"
nm1559072,Kollam Ajith,\N,2018,"actor,writer,director","tt0292246,tt1574343,tt5879394,tt7186416"
nm0595922,Sasi Mohan,\N,\N,director,"tt0355784,tt10225492,tt0275261,tt0292115"
nm1287576,M.R. Jose,\N,\N,"writer,music_department,director","tt0343751,tt0353644,tt0355536,tt0268404"
nm1434433,Idavela Babu,\N,\N,actor,"tt1138482,tt0353796,tt0375657,tt0271595"
nm1004639,Madhupal,\N,\N,"actor,director,assistant_director","tt11581018,tt7091418,tt1245741,tt7699198"
nm1428884,Siddique Shameer,\N,\N,"writer,director,assistant_director","tt2356070,tt0355761,tt0355555,tt0353595"
nm1334459,Sonia Kapoor,\N,\N,"actress,writer","tt0268085,tt5056470,tt0265452,tt2801992"
nm1722996,Thezni Khan,\N,\N,actress,"tt3186958,tt4881242,tt0353617,tt0255675"
nm1368581,Salim Kumar,\N,\N,"actor,director,producer","tt7489844,tt1945039,tt7243720,tt0896785"
nm1335186,Thakkavo Okkavar,\N,\N,director,tt0355618
nm0417314,Janardanan,\N,\N,"actor,music_department,producer","tt0271694,tt0291855,tt0393724,tt0271575"
nm1432578,Shammi Thilakan,\N,\N,"actor,sound_department,miscellaneous","tt0928191,tt0271459,tt0466304,tt6620266"
nm1323899,Paulson,\N,\N,"assistant_director,director","tt0355648,tt0357289,tt0353699,tt0355619"
nm0435454,Ansar Kalabhavan,\N,\N,"writer,actor,director","tt0391516,tt0273784,tt0468785,tt0355654"
nm2487739,Harikumaran Thampi,\N,2018,"writer,producer","tt0333915,tt0355773,tt0355619,tt0355648"
nm1516586,M.D. Sukumaran,\N,\N,"cinematographer,writer,director","tt1796604,tt13045380,tt7651032,tt1121975"
nm0080416,Bhoominathan,\N,\N,"editor,editorial_department","tt0237309,tt0247916,tt0407273,tt0355636"
nm0539034,Sibi Malayil,\N,\N,"director,assistant_director","tt0237038,tt0237376,tt0389973,tt0237309"
nm0659498,Dinesh Panicker,\N,\N,producer,"tt0355939,tt0237376,tt0355631,tt0356467"
nm0803189,Mohan Sitara,\N,\N,"composer,music_department","tt0389522,tt0356970,tt0466304,tt0407273"
nm1025703,Mohini,\N,\N,actress,"tt0274012,tt0289686,tt0251972,tt1407144"
nm1012016,T.A. Razak,\N,2016,"writer,director","tt5592768,tt0355914,tt0355640,tt0355636"
nm1597786,P.V. Gangadharan,\N,\N,producer,"tt0230597,tt0255675,tt0353386,tt0247916"
nm0474938,Santhakumari,\N,\N,actress,"tt0292187,tt0237309,tt0271345,tt0267469"
nm0352031,Charu Haasan,\N,\N,actor,"tt0320736,tt8388508,tt0232753,tt0267761"
nm1191390,T.N. Vasanthkumar,\N,\N,director,"tt0321670,tt0355637"
nm12083757,Sheeba Agarwal,\N,\N,actress,tt0355651
nm0456420,Balu Kiriyath,\N,\N,"director,music_department,writer","tt0268019,tt0269664,tt0269194,tt0269699"
nm1024299,Farheen,\N,\N,actress,"tt0290839,tt0317796,tt0292606,tt0193246"
nm1574169,Uthpal V. Nayanar,\N,\N,"cinematographer,director","tt1102300,tt0255253,tt0406622,tt7723506"
nm1503859,Annie,\N,\N,actress,"tt0355568,tt0355926,tt0353960,tt0271636"
nm0756533,Saikumar,\N,\N,"actor,soundtrack","tt0353935,tt4432480,tt6067752,tt4888834"
nm1465835,A.K. Sajan,\N,\N,"writer,director,actor","tt5323568,tt1671456,tt0357203,tt0882759"
nm1465880,A.K. Santhosh,\N,\N,writer,"tt0273288,tt0275926,tt0320453,tt0357203"
nm7473959,Mukesh R. Mehta,\N,\N,producer,"tt5892746,tt9448332,tt3738624,tt10692228"
nm0820201,Viji Sreekumar,\N,\N,director,"tt0355682,tt0277963"
nm1362709,Venugopal,\N,\N,editor,"tt0271619,tt1671459,tt0292267,tt0252086"
nm0033610,Archana,\N,\N,actress,"tt0070935,tt0359368,tt0094951,tt0235858"
nm1335625,Sarjulan,\N,\N,"director,writer","tt0355719,tt6286922"
nm1524323,M. Mukundan,1942,\N,writer,"tt0332384,tt0357137,tt0355719,tt0979931"
nm2071591,Suresh Parayil,\N,\N,producer,tt0355719
nm1436884,Ouseppachan,1955,\N,"composer,music_department,soundtrack","tt1656171,tt0997170,tt7699198,tt0928191"
nm0044183,Azeez,\N,\N,actor,"tt0271784,tt0271595,tt0271816,tt0271663"
nm3318415,Byon,\N,\N,actor,"tt0375657,tt0354100,tt0274188,tt1305889"
nm0435050,Shaji Kailas,\N,\N,"director,writer,assistant_director","tt1861356,tt1539997,tt0353796,tt2796978"
nm2930345,Radhakrishnan Vendothra,\N,\N,producer,"tt0355233,tt0355724"
nm2930151,Sathyan Vendothra,\N,\N,producer,"tt0355233,tt0355724"
nm3175651,Kumarakom Raghunath,\N,\N,actor,"tt0255155,tt6247708,tt0282784,tt0355911"
nm1441726,Jagannathan,\N,2012,"actor,editor,music_department","tt0271768,tt0235158,tt0291855,tt0156014"
nm1320381,Vijayakrishnan,\N,\N,"director,writer","tt3588020,tt3588012,tt0355759,tt3588016"
nm0659553,Adoor Pankajam,\N,2010,actress,"tt0356126,tt0271671,tt0275207,tt0059028"
nm1459609,Nandu,\N,\N,actor,"tt1430096,tt9264336,tt2175672,tt0232079"
nm0660911,Kukku Parameshwaram,\N,\N,"actress,miscellaneous,costume_department","tt0355785,tt0202055,tt0249185,tt0353574"
nm1497714,Ramachandran,\N,\N,actor,"tt0248675,tt0292064,tt0215307,tt0355785"
nm0890056,Jagannatha Varma,1939,2016,actor,"tt0228808,tt0271816,tt0271585,tt0291855"
nm2028346,Durga,\N,\N,actress,"tt2373616,tt0355785"
nm2027292,Deepthi,\N,\N,actress,"tt1577844,tt1579792,tt0130348,tt0355785"
nm0579772,Valsala Menon,\N,\N,actress,"tt0271356,tt0271349,tt0353292,tt0228808"
nm1903965,Elias Babu,\N,\N,actor,"tt0355686,tt0353534,tt0355797,tt0236965"
nm1335377,Sree Prakash,\N,\N,"assistant_director,director","tt0243756,tt1359440,tt0244058,tt0355797"
nm2819081,G.A. Lal,\N,\N,writer,"tt0275184,tt0355797,tt0355819,tt0283580"
nm12101608,R. Sreekantan Nair,\N,\N,writer,"tt0355797,tt0355936"
nm12101607,P.P. Thankachan,\N,\N,producer,tt0355797
nm0080246,Paravoor Bharathan,1928,2015,actor,"tt0271345,tt0275654,tt0292123,tt0292187"
nm2761085,Chempakam,\N,\N,actress,"tt0353909,tt0356086"
nm12104941,Bhasi Mankuzhi,\N,\N,writer,tt0355805
nm2626164,Sree Sankar,\N,\N,cinematographer,"tt0252056,tt0254930,tt0355805,tt0481132"
nm0595921,Sandhya Mohan,\N,\N,director,"tt0355537,tt1102252,tt0355868,tt0352672"
nm1066795,Vijayaraghavan,\N,\N,"actor,music_department,soundtrack","tt4557014,tt0355743,tt0353935,tt6200656"
nm0707338,Rajamani,1956,2016,"composer,music_department","tt1359589,tt1028558,tt0353796,tt0323365"
nm0893447,Venu Isc,\N,\N,"cinematographer,camera_department,director","tt0402362,tt0090634,tt0249047,tt6650364"
nm2470503,Ganesh Kumar,\N,\N,"editor,editorial_department","tt0355914,tt0291376,tt0373733,tt0476706"
nm0439784,Girish Karnad,1938,2019,"actor,writer,director","tt2016894,tt0075747,tt0078030,tt0076089"
nm0695910,Prema,\N,\N,actress,"tt3189256,tt2330098,tt0355914,tt0190842"
nm2176296,Kochumon,\N,\N,producer,"tt0254972,tt0271585,tt0291710,tt0355914"
nm2339926,Prathap,\N,\N,cinematographer,"tt0355914,tt0834056"
nm0329730,Suresh Gopi,1958,\N,"actor,music_department","tt0463429,tt0199669,tt0299693,tt0292095"
nm1559469,Keerikkadan Jose,\N,\N,actor,"tt0292123,tt0273115,tt0250747,tt0237376"
nm0440326,Shajoon Karyal,\N,\N,"assistant_director,director,producer","tt0355939,tt0318650,tt0425610,tt0252056"
nm1066396,Ranjith,\N,\N,"writer,director,producer","tt1573478,tt6426832,tt2175672,tt2078644"
nm9969854,Rekha,\N,\N,actress,"tt0479651,tt0278501,tt0237138,tt0230588"
nm1187990,Karim,\N,\N,director,tt0355978
nm0558593,Joy Mathew,1961,\N,"actor,writer,director","tt7402108,tt5850184,tt0355978,tt2522328"
nm2128352,Rasheed Mooppan,\N,\N,cinematographer,"tt0355488,tt0271693,tt1671459,tt0355978"
nm0837797,Sukumari,1940,2013,actress,"tt0271665,tt0352986,tt0276327,tt0240624"
nm2098058,Flor Lurienne,\N,\N,"actress,casting_director","tt5636222,tt0491625,tt0828763,tt0356002"
nm0602612,Gerald Morales,\N,\N,actor,"tt0101863,tt0439383,tt0267129,tt1060234"
nm1628170,Eric Lathière,\N,\N,"director,writer","tt0963362,tt0356002"
nm1656261,Masayatsu Egushi,\N,\N,"writer,producer","tt0354373,tt0356002"
nm0419653,Jayabharati,\N,\N,"actress,director","tt0778790,tt0324977,tt0267080,tt1943756"
nm0970308,Suresh Chandra Menon,\N,\N,"actor,director,writer","tt0284618,tt0356054,tt0485268,tt2373616"
nm0660658,Kuthiravattam Pappu,\N,2000,actor,"tt0214915,tt0247916,tt0271595,tt0353937"
nm7751839,Priyanka,\N,\N,actress,"tt8962472,tt6774092,tt0255643,tt10869474"
nm12053442,T.P. Radhamani,\N,\N,actress,"tt0292220,tt0355167,tt0356085,tt0273994"
nm0705560,P.K. Radhakrishnan,\N,\N,"director,writer","tt0333441,tt0283108,tt0273765,tt0255044"
nm2494902,P.R. Nathan,\N,\N,writer,"tt0356052,tt0279043,tt0356085,tt0353619"
nm12087785,Rahim Poovattuparambu,\N,\N,"writer,music_department",tt0273149
nm2535076,V. Aravind,\N,\N,cinematographer,"tt0356085,tt0290098,tt0354053"
nm0062568,Rizabawa,\N,\N,actor,"tt1359589,tt0356970,tt0235158,tt0278501"
nm2505166,Paravoor Ramachandran,\N,\N,actor,"tt1776363,tt0355621,tt0356099,tt0356121"
nm0657532,Reghunath Paleri,\N,\N,"writer,director","tt0292160,tt0292187,tt0305819,tt0274201"
nm2503395,Maharaja Sivanandan,\N,\N,producer,tt0356099
nm0899144,V.M. Vinu,\N,\N,"director,assistant_director,actor","tt1034414,tt0400644,tt0318972,tt0482913"
nm0158335,Chitra,\N,\N,"actress,soundtrack","tt0292173,tt0291855,tt0353960,tt0271586"
nm1474851,K. Rajagopal,\N,\N,"editor,editorial_department,director","tt1214948,tt0292319,tt0481053,tt0292187"
nm0030791,Sathyan Anthikad,\N,\N,"director,music_department,writer","tt0255675,tt8286926,tt0867465,tt4553712"
nm0471430,Raja Krishnamoorthy,\N,\N,"actor,director","tt6539220,tt0291376,tt12275192,tt0326746"
nm0897227,Vijayshanti,1966,\N,actress,"tt0261884,tt0250665,tt0250463,tt7489484"
nm0080143,Bhadran,\N,\N,"director,writer,assistant_director","tt7543048,tt0390597,tt0292246,tt0356211"
nm0474870,S. Kumar,\N,\N,"cinematographer,camera_department","tt0366276,tt0255306,tt1954818,tt0416463"
nm1625315,J.R.M. Chapman,1928,1999,actor,"tt0167587,tt0094843,tt0356368,tt0151494"
nm0155485,Omar Chenbod,1938,2008,actor,"tt0094843,tt0098961,tt0151494,tt3359808"
nm2990430,Mohamed El Khalfi,\N,\N,actor,"tt0356368,tt8386910"
nm1334346,Mohamed Ismail,1951,\N,"director,writer,producer","tt1300562,tt6697342,tt8871138,tt0356589"
nm1228327,Ismail Mohamed,\N,\N,producer,"tt0115796,tt0356368,tt0233203"
nm0591843,Gianni Minà,1938,\N,"writer,director,actor","tt1341298,tt2018055,tt0435474,tt0318462"
nm0219222,Richard Denison,\N,\N,actor,"tt0124743,tt0115326,tt0207919,tt0111987"
nm1334827,Anna Majewski,1984,\N,actress,"tt0356755,tt0111987"
nm0611063,Jeff Mueller,\N,\N,actor,"tt0109975,tt0356755"
nm2346882,Alan K. Sapp,\N,\N,actor,"tt1368107,tt0832946,tt7830584,tt0356755"
nm1073490,Gary Ploj,\N,\N,"producer,director,writer","tt0473395,tt0275416,tt1164982,tt0356755"
nm1334137,Chris Gunther,\N,\N,producer,tt0356755
nm1991174,Mario Madau,\N,\N,"cinematographer,editor,producer","tt1757859,tt1929731,tt2631036,tt2648972"
nm0777240,Heather Schwartz,\N,\N,actress,"tt0109297,tt0356755"
nm1340241,Chris Windmill,\N,\N,"sound_department,director,actor","tt0357484,tt0352854,tt0378772,tt10656202"
nm1339099,Gerd Hoffmeister,\N,\N,director,tt0357740
nm0769576,Thomas Schadt,1957,\N,"director,producer,writer","tt0432775,tt0193259,tt0317140,tt0357856"
nm0772229,Eva Schlensag,\N,2000,"editor,director,music_department","tt7357114,tt0108547,tt0091379,tt0086578"
nm0148561,Linda Cerezo,\N,\N,actress,"tt0358954,tt0309475,tt0943397,tt0274350"
nm0017392,Julio Aldama Jr.,\N,\N,"actor,director,writer","tt1686097,tt1578127,tt4927680,tt0363848"
nm0720229,Maricarmen Resendez,\N,\N,actress,"tt1032838,tt0439121,tt0284959,tt0289287"
nm0349330,Alfredo Gutiérrez,\N,\N,"actor,producer","tt0330661,tt0087222,tt0288863,tt0294998"
nm0017389,Jorge Aldama,\N,\N,"actor,director,writer","tt1111945,tt12914328,tt1102366,tt0772696"
nm0010232,Octávio Acosta,\N,\N,actor,"tt0357439,tt0434173,tt0437471,tt0086912"
nm1336320,Teo Acosta,\N,\N,actor,"tt0356219,tt0358954"
nm0017386,Jorge Aldama Jr.,\N,\N,actor,"tt1102366,tt0358954,tt0393650,tt0265172"
nm0037419,Beatriz Arroyo,\N,\N,actress,"tt0407967,tt0283645,tt0271439,tt0289696"
nm0576495,Vinod Mehra,1945,1990,"actor,music_department,director","tt0154695,tt0231416,tt0314487,tt0187109"
nm0223523,Dilip Dhawan,1955,2000,"actor,director,assistant_director","tt0423313,tt0099869,tt6620146,tt0341554"
nm1149279,T.P. Jain,\N,\N,actor,"tt0080638,tt0084532,tt0104660,tt0087474"
nm0899649,K. Viswanath,1930,\N,"director,writer,actor","tt0090109,tt0249985,tt0079889,tt0086231"
nm0451864,Viju Khote,1941,2019,actor,"tt0109117,tt0084385,tt0073707,tt0210609"
nm0481362,Shreeram Lagoo,1927,2019,"actor,director,music_department","tt0080638,tt0083987,tt0150718,tt0371974"
nm0539497,Pawan Malhotra,1958,\N,"actor,costume_department,production_manager","tt0461936,tt0400234,tt0083987,tt2356180"
nm1348129,Mathur,\N,\N,actor,"tt0073924,tt0358960,tt0488315,tt0444983"
nm1541485,Dean St. Gilbert,\N,\N,editor,"tt0359077,tt0419199,tt1930286"
nm0028053,Isabel Andrade,\N,\N,"actress,miscellaneous","tt0159930,tt1186830,tt0093497,tt0121794"
nm0207010,Gilberto de Anda,1955,\N,"actor,writer,director","tt1754945,tt0229288,tt0352731,tt0353891"
nm0690261,Cuahtemoc Ponce,\N,\N,"editor,sound_department,composer","tt0275661,tt0437197,tt0467849,tt0289757"
nm0582878,Jean-Michel Meurice,\N,\N,"director,writer,cinematographer","tt1930384,tt2387838,tt0167702,tt0359236"
nm0463315,Kuku Kohli,\N,\N,"director,producer,assistant_director","tt0286672,tt0282275,tt0111308,tt0200435"
nm0149234,Chandni,\N,\N,"actress,camera_department","tt0110584,tt0102835,tt0109010,tt8533270"
nm0622186,Alok Nath,1956,\N,"actor,producer","tt3892312,tt0083987,tt0248126,tt0098999"
nm2172049,Sudarshan K. Rattan,\N,\N,"writer,director,producer","tt0359368,tt1333130,tt2603462"
nm2169647,Dilip Salgaonkar,\N,\N,"actor,writer","tt0453729,tt0359368"
nm2163163,Vishwa Rattan,\N,\N,producer,tt0359368
nm0695249,Prasad,\N,\N,"miscellaneous,camera_department,transportation_department","tt0245704,tt0072100,tt0375611,tt0099869"
nm0149867,Chalapathi Rao,\N,\N,actor,"tt1579697,tt0249818,tt0247924,tt0245995"
nm2435387,Y.V.S. Chowdary,\N,\N,"director,writer,assistant_director","tt1601224,tt0884855,tt0928160,tt2100613"
nm0882596,Uttej,\N,\N,"actor,assistant_director,writer","tt0266875,tt0265342,tt0247924,tt0339252"
nm11503435,Daniel Bustamante,\N,\N,,tt0360080
nm3285701,Darío Olmos,\N,\N,,"tt1366862,tt0360080,tt0426332"
nm4500929,Anahí Girarte,\N,\N,,"tt0426332,tt0360080"
nm11503431,Silvana Tuner,\N,\N,,tt0360080
nm11503432,Luis Fondebrider,\N,\N,,tt0360080
nm1141620,Danièle Incalcaterra,1954,\N,"producer,cinematographer,director","tt0432844,tt0360080,tt7607510,tt2512632"
nm1758279,Claudio Martinez,\N,2008,"editor,editorial_department,miscellaneous","tt0094084,tt0143917,tt0086546,tt0104056"
nm11503433,Pato Bernadi,\N,\N,,tt0360080
nm11503434,Mimi Doretti,\N,\N,,tt0360080
nm2143049,Alejandro Inchaurregui,\N,\N,,"tt0360080,tt0495972"
nm1354599,Kristopher Ben Carruthers,\N,\N,actor,tt0361831
nm0186307,Baynor Foy Crane,\N,\N,actress,"tt0119214,tt0361831"
nm1357157,Liz Davey,\N,\N,actress,tt0361831
nm1353961,Russell Griffin,\N,\N,"editor,editorial_department,director","tt9153270,tt0103484,tt3596176,tt6311972"
nm1356710,Jonathan W. Tea,\N,\N,composer,tt0361831
nm1354024,Nate Wood,\N,\N,"miscellaneous,producer,editor","tt0171433,tt0365702,tt0117774,tt0362273"
nm0426961,Lutz Jahoda,1927,\N,actor,"tt0234979,tt0362594,tt0067225,tt0336435"
nm1360387,Matthias Neukirch,\N,\N,actor,"tt0118470,tt0362594,tt3042408,tt6999052"
nm0761171,Herbert Sand,1951,\N,actor,"tt0096914,tt0362594,tt1893246,tt0126547"
nm0875181,Tanjana Tsouvelis,\N,\N,"actress,director,writer","tt1481394,tt0112177,tt0109844,tt0362594"
nm0928669,Ulrich Wildgruber,1937,1999,actor,"tt1189070,tt0109791,tt0110963,tt0086391"
nm1067721,Ulrike Klein,1970,\N,"art_department,director,writer","tt1801801,tt0116208,tt0806910,tt0362594"
nm1358924,Vincent Andreas,\N,\N,composer,"tt0362594,tt1442205"
nm0473188,Konstantin Kröning,1964,\N,"cinematographer,camera_department,producer","tt0330860,tt0300642,tt1286165,tt0827706"
nm0263836,Katrin Ewald,\N,\N,"editor,editorial_department","tt4367388,tt0458863,tt0939826,tt0362594"
nm1362460,Christoph Müller,\N,\N,actor,"tt0362594,tt0359944,tt0107324,tt0112936"
nm0595934,Mohan Babu,1952,\N,"actor,producer,director","tt1212136,tt0257386,tt1212129,tt10189514"
nm0433892,K.S. Prakash Rao,1914,1996,"director,producer,actor","tt0254579,tt0072026,tt0255130,tt0254255"
nm0306196,Jesús García,\N,\N,"actor,miscellaneous","tt2028487,tt0384550,tt0098194,tt0483594"
nm0729381,Patricia Rivera,\N,\N,"actress,writer","tt0352569,tt0083202,tt0297711,tt0206254"
nm5477093,Orlando Fuentes,\N,\N,actor,tt0363101
nm0305710,Eleazar Garcia Jr.,1957,2011,"actor,director,producer","tt0400378,tt0083030,tt0219627,tt0316067"
nm1514260,Lupillo Garcia,\N,\N,actor,"tt0393158,tt0393943,tt0483594,tt0297070"
nm5477257,Heraclio García Jr.,\N,\N,actor,tt0363101
nm0707492,Gautham Raju,\N,\N,editor,"tt0907106,tt2905606,tt6823074,tt1099998"
nm0222150,Prabhu Deva,\N,\N,"actor,miscellaneous,director","tt0323013,tt1084972,tt1451409,tt7059844"
nm0534866,Madhoo,1972,\N,actress,"tt0495848,tt0254683,tt0105271,tt3817652"
nm0657184,Surendra Pal,1953,\N,actor,"tt4387040,tt0389680,tt0449994,tt0158417"
nm2086869,K.S. Ravi,\N,\N,"director,writer","tt0264331,tt12066036,tt6832682,tt0485205"
nm0159322,R.B. Choudary,\N,\N,"producer,miscellaneous","tt1575666,tt2229996,tt2621382,tt0978702"
nm1367479,Manikandan,\N,\N,"cinematographer,assistant_director,director","tt0347473,tt1024943,tt0376127,tt2178470"
nm0405079,Edward James Hyland,\N,\N,"actor,animation_department","tt4513674,tt0949731,tt0889573,tt3682448"
nm0184806,Peggy Cowles,1938,\N,actress,"tt0063927,tt0098844,tt0069689,tt0365175"
nm0270950,Geoffrey J Felder,\N,\N,"producer,actor,writer","tt0102267,tt0330978,tt0291207,tt0365175"
nm0315262,Jill Getto Lee,\N,\N,"actress,miscellaneous","tt0119203,tt0790772,tt2261547,tt0099227"
nm3903627,Robert Pasoski,\N,\N,"art_director,production_designer",tt0365714
nm0586169,Jovica Mihajlovski,1955,\N,"actor,producer","tt0339865,tt0188206,tt0424735,tt0365714"
nm0462241,Katerina Kocevska,1959,\N,actress,"tt0110882,tt0339865,tt0100893,tt13523666"
nm1371494,Oliver Mitkovski,\N,\N,"actor,writer","tt11076026,tt9124244,tt2069100,tt1844036"
nm1373201,Jelena Mijatovic,\N,\N,actress,"tt0493726,tt1608450,tt1844036,tt0365714"
nm1370007,Ertil Altanaj,\N,\N,director,"tt0365714,tt0444740"
nm1371551,Sasko Nasev,1966,\N,"writer,producer","tt0425073,tt7798330,tt2090741,tt0365714"
nm0825063,Vlatko Stefanovski,1957,\N,"composer,music_department,actor","tt0130752,tt0188653,tt0181821,tt0367442"
nm2601920,Sinan Güngör,\N,\N,"cinematographer,camera_department","tt1399176,tt0493726,tt2298373,tt0146337"
nm0462232,Mevlüt Koçak,1956,\N,"editor,sound_department,editorial_department","tt5326664,tt0279657,tt0155914,tt0118576"
nm1210886,Supoj Chancharoen,\N,\N,actor,"tt8929906,tt0461230,tt3232456,tt0365956"
nm1210594,Pradthana 'Bow' Ongchaisuk,\N,\N,actress,"tt0326609,tt0326494,tt0365956,tt3232456"
nm1372294,Tunya Tunyaress,\N,\N,actress,tt0365956
nm1043655,Justin Schein,\N,\N,"cinematographer,camera_department,director","tt3733374,tt1280011,tt7160782,tt0324924"
nm0884986,Gerardo Vallejo,1942,2007,"director,writer,cinematographer","tt0201885,tt0121690,tt0201506,tt0432897"
nm1374414,Julio Ardiles Gray,\N,\N,writer,"tt0432897,tt0366617"
nm1379170,Julio Ardiles Grey,\N,\N,writer,tt0366617
nm0991237,Carlos Piwowarski,\N,\N,"producer,production_manager,director","tt11426780,tt0431670,tt10460990,tt0283552"
nm1195712,Mohan Nair,\N,\N,"writer,sound_department","tt0455829,tt1821536,tt0368233,tt0367495"
nm0664084,Gopalakrishna Paruchuri,1946,\N,"writer,actor,director","tt1579675,tt1575576,tt0368233,tt0246313"
nm0664085,Venkateswara Rao Paruchuri,\N,\N,"writer,actor,director","tt0368233,tt10928292,tt10664768,tt1575576"
nm1656528,B. Shivaramakrishna,\N,\N,producer,tt0368233
nm1028803,Sunshine Cruz,\N,\N,"actress,producer","tt7284466,tt10726854,tt0877590,tt2938446"
nm0836863,Sharmaine Suarez,\N,\N,"actress,producer","tt7371812,tt0437972,tt0378297,tt2904024"
nm0135624,Ana Capri,\N,\N,actress,"tt5754252,tt0493104,tt1139836,tt0256993"
nm0145036,Celso Ad. Castillo,1943,2012,"director,actor,writer","tt0313455,tt0186432,tt0185968,tt0196335"
nm1737889,Rolando Aquino,\N,\N,writer,tt0369046
nm0043627,Joey Ayala,\N,\N,"composer,actor,director","tt0303720,tt0261077,tt0220018,tt1247367"
nm0898507,Edgardo Vinarao,\N,\N,"editor,director,editorial_department","tt0125408,tt0346568,tt0349147,tt0124982"
nm1738849,Willy Javier,\N,\N,"art_director,production_designer","tt1418276,tt5088514,tt0346854,tt5067764"
nm0315872,Goutam Ghose,1950,\N,"director,writer,cinematographer","tt0087868,tt0110794,tt0368559,tt0368678"
nm1054293,Via Veloso,\N,\N,actress,"tt0369586,tt0330055,tt0335453,tt0349178"
nm3108544,Alma Antonio,\N,\N,actress,"tt0369586,tt1981557,tt0381631"
nm0032648,Roldan Aquino,1942,2014,"actor,director","tt2117840,tt1361571,tt2041332,tt0185968"
nm1495952,Isagani Joson,\N,\N,cinematographer,tt0369586
nm1384964,Benjie Felipe,\N,\N,actor,"tt0186310,tt0417471,tt0431208,tt0452966"
nm0411451,Dick Israel,1947,2016,"actor,writer","tt0940750,tt0417765,tt0377542,tt0408947"
nm0664446,Evangeline Pascual,\N,\N,actress,"tt0401875,tt2178951,tt0327472,tt0335393"
nm1389654,Ruffa Gutierrez,1974,\N,"actress,producer","tt1056421,tt1069250,tt1308642,tt1056433"
nm1197487,Alain Sia,\N,\N,actor,"tt0216933,tt0382089,tt0124999,tt0378301"
nm0246703,Paquito Diaz,1937,2011,"actor,director,producer","tt0375567,tt0860529,tt0354726,tt0084125"
nm1857753,Ruben Pantua,\N,\N,"editor,editorial_department","tt3894998,tt5096674,tt2380211,tt0350196"
nm2585964,Vic Villavicencio II,\N,\N,"art_director,art_department,production_designer","tt0264778,tt0362322,tt0378572,tt2108661"
nm1244642,Dindi Gallardo,\N,\N,actress,"tt0347320,tt0424059,tt0378285,tt0216933"
nm0759187,Ferren Salumbides,\N,\N,"editor,editorial_department,director","tt0347320,tt0407925,tt0428568,tt0344933"
nm1243950,Jestoni Alarcon,\N,\N,actor,"tt2912180,tt5861134,tt0466880,tt2222500"
nm0749940,Stella Ruiz,\N,\N,actress,"tt0424019,tt0428568,tt5196754,tt0347870"
nm1202543,Efren Reyes Jr.,1959,\N,"actor,writer,director","tt0467027,tt0437957,tt0418123,tt0325037"
nm0076508,Bernardo Bernardo,1945,2018,"actor,writer,director","tt0073271,tt0444162,tt4524202,tt0081115"
nm2086475,Victor Tango,\N,\N,director,"tt0370350,tt0378418"
nm1098643,Lito Mena,\N,\N,"assistant_director,writer,actor","tt0346516,tt0370350,tt0087973,tt0467788"
nm2056012,Erwin T. Lanado,\N,\N,"writer,assistant_director,director","tt0486926,tt0486854,tt0380452,tt0107393"
nm0419495,Dante Javier,\N,\N,"stunts,actor,assistant_director","tt5184424,tt0383293,tt5093298,tt2735776"
nm2080056,Rosendo Buenaseda,\N,\N,"cinematographer,camera_department,producer","tt0344933,tt0453198,tt1032157,tt1456887"
nm0587422,Zivorad Milic,1926,2017,"cinematographer,camera_department,director","tt0055447,tt0370432,tt0179923,tt0125541"
nm0698574,Nenad Prokic,\N,\N,"writer,miscellaneous","tt0296149,tt0370432,tt0223156,tt0939910"
nm0467427,Aleksandar Kostic,\N,\N,"cinematographer,director,actor","tt0375148,tt0906014,tt0370432,tt0192509"
nm0301630,Maria Galante,\N,\N,actress,"tt0365070,tt0286558,tt0168589,tt0371535"
nm1398210,Zaniz Jakubowski,\N,\N,actress,"tt0098844,tt0108876,tt0326808,tt0371535"
nm2576004,Bill Steele,1927,2004,actor,"tt0204205,tt0371535,tt0383591"
nm1386323,Liselle Mei,\N,\N,"director,writer,producer","tt3437930,tt0368848,tt2246590,tt0371535"
nm1399091,Yuzuru Sadashige,\N,\N,composer,tt0371535
nm0783571,Sam Selva,\N,\N,"cinematographer,camera_department","tt0371535,tt0158833,tt0259255"
